Card Set,Number,Player,Team
1992 Bowman Chrome,92B-XB,Xander Bogaerts,Boston Red Sox
1992 Bowman Chrome,92B-YC,Yoenis Cespedes,New York Mets
1992 Bowman Autographs,92B-AB,Alex Bregman,Houston Astros
1992 Bowman Autographs,92B-AR,Anthony Rizzo,Chicago Cubs
1992 Bowman Autographs,92B-CJ,Chipper Jones,Atlanta Braves
1992 Bowman Autographs,92B-GM,Greg Maddux,Atlanta Braves
1992 Bowman Autographs,92B-JM,Jorge Mateo,New York Yankees
1992 Bowman Autographs,92B-MM,Mark McGwire,Oakland Athletics
1992 Bowman Autographs,92B-MP,Mike Piazza,Los Angeles Dodgers
1992 Bowman Autographs,92B-SN,Sean Newcomb,Atlanta Braves
Ultimate Autograph,UAC-1,Alex Reyes,St. Louis Cardinals
Ultimate Autograph,UAC-1,Yoan Moncada,Chicago White Sox
Ultimate Autograph,UAC-1,Lucas Giolito,Chicago White Sox
Ultimate Autograph,UAC-1,Dansby Swanson,Atlanta Braves
Ultimate Autograph,UAC-1,Brendan Rodgers,Colorado Rockies
Ultimate Autograph,UAC-1,Nick Senzel,Cincinnati Reds
Ultimate Autograph,UAC-1,Gleyber Torres,New York Yankees
Ultimate Autograph,UAC-1,Kolby Allard,Atlanta Braves
Ultimate Autograph,UAC-1,Jason Groome,Boston Red Sox
Ultimate Autograph,UAC-1,Riley Pint,Colorado Rockies
Ultimate Autograph,UAC-1,Corey Ray,Milwaukee Brewers
Ultimate Autograph,UAC-1,Mickey Moniak,Philadelphia Phillies
Ultimate Autograph,UAC-1,Lewis Brinson,Milwaukee Brewers
Ultimate Autograph,UAC-1,Ian Anderson,Atlanta Braves
Ultimate Autograph,UAC-1,A.J. Puk,Oakland Athletics
Ultimate Autograph,UAC-1,Jeff Hoffman,Colorado Rockies
Ultimate Autograph,UAC-1,Kyle Lewis,Seattle Mariners
Ultimate Autograph,UAC-1,Josh Hader,Milwaukee Brewers
Ultimate Autograph,UAC-1,Francisco Mejia,Cleveland Indians
Ultimate Autograph,UAC-1,Jorge Mateo,New York Yankees
Ultimate Autograph,UAC-1,Amir Garrett,Cincinnati Reds
Ultimate Autograph,UAC-1,Aaron Judge,New York Yankees
Ultimate Autograph,UAC-1,Juan Soto,Washington Nationals
Ultimate Autograph,UAC-1,Hunter Renfroe,San Diego Padres
All America Game Autographs,1,Juan Hillman,2014 Under Armour
All America Game Autographs,2,Taylor Trammell,2015 Under Armour
All America Game Autographs,3,Bo Bichette,2015 Under Armour
All America Game Autographs,4,Forrest Whitley,2015 Under Armour
All America Game Autographs,5,Thomas Jones,2015 Under Armour
Base,1,Kris Bryant,Chicago Cubs
Base,2,Kenta Maeda,Los Angeles Dodgers
Base,3,Bryce Harper,Washington Nationals
Base,4,Jeff Hoffman,Colorado Rockies
Base,5,Trevor Story,Colorado Rockies
Base,6,Mookie Betts,Boston Red Sox
Base,7,Cole Hamels,Texas Rangers
Base,8,Matt Carpenter,St. Louis Cardinals
Base,9,Carlos Correa,Houston Astros
Base,10,Jose Bautista,Toronto Blue Jays
Base,11,Ryan Braun,Milwaukee Brewers
Base,12,Trea Turner,Washington Nationals
Base,13,Stephen Piscotty,St. Louis Cardinals
Base,14,Stephen Strasburg,Washington Nationals
Base,15,Buster Posey,San Francisco Giants
Base,16,Joey Votto,Cincinnati Reds
Base,17,Yoenis Cespedes,New York Mets
Base,18,Andrew McCutchen,Pittsburgh Pirates
Base,19,Jose Altuve,Houston Astros
Base,20, Manny Margot,San Diego Padres
Base,21,Giancarlo Stanton,Miami Marlins
Base,22,Carson Fulmer,Chicago White Sox
Base,23,Andrew Benintendi,Boston Red Sox
Base,24,Craig Kimbrel,Boston Red Sox
Base,25,Yoan Moncada,Chicago White Sox
Base,26,Teoscar Hernandez,Houston Astros
Base,27,Reynaldo Lopez,Chicago White Sox
Base,28,Miguel Cabrera,Detroit Tigers
Base,29,Yulieski Gurriel,Houston Astros
Base,30,Nomar Mazara,Texas Rangers
Base,31,Josh Donaldson,Toronto Blue Jays
Base,32,Aaron Judge,New York Yankees
Base,33,Ichiro,Miami Marlins
Base,34,Robert Gsellman,New York Mets
Base,35,Ryon Healy,Oakland Athletics
Base,36,Anthony Rizzo,Chicago Cubs
Base,37,Evan Longoria,Tampa Bay Rays
Base,38,Andrew Miller,Cleveland Indians
Base,39,Noah Syndergaard,New York Mets
Base,40,Manny Machado,Baltimore Orioles
Base,41,Orlando Arcia,Milwaukee Brewers
Base,42,Jose De Leon,Tampa Bay Rays
Base,43,Max Scherzer,Washington Nationals
Base,44,Freddie Freeman,Atlanta Braves
Base,45,Kyle Schwarber,Chicago Cubs
Base,46,Willson Contreras,Chicago Cubs
Base,47,Tim Anderson,Chicago White Sox
Base,48,Gregory Polanco,Pittsburgh Pirates
Base,49,Nolan Arenado,Colorado Rockies
Base,50,Corey Seager,Los Angeles Dodgers
Base,51,Troy Tulowitzki,Toronto Blue Jays
Base,52,David Ortiz,Boston Red Sox
Base,53,Odubel Herrera,Philadelphia Phillies
Base,54,David Dahl,Colorado Rockies
Base,55,Rob Segedin,Los Angeles Dodgers
Base,56,Tyler Glasnow,Pittsburgh Pirates
Base,57,Dansby Swanson,Atlanta Braves
Base,58,Francisco Lindor,Cleveland Indians
Base,59,Nelson Cruz,Seattle Mariners
Base,60,Jorge Alfaro,Philadelphia Phillies
Base,61,Jameson Taillon,Pittsburgh Pirates
Base,62,Jake Thompson,Philadelphia Phillies
Base,63,Hunter Dozier,Kansas City Royals
Base,64,Matt Strahm,Kansas City Royals
Base,65,Ben Zobrist,Chicago Cubs
Base,66,Gavin Cecchini,New York Mets
Base,67,Aledmys Diaz,St. Louis Cardinals
Base,68,Mark Trumbo,Baltimore Orioles
Base,69,Wil Myers,San Diego Padres
Base,70,Felix Hernandez,Seattle Mariners
Base,71,Jake Lamb,Arizona Diamondbacks
Base,72,Dellin Betances,New York Yankees
Base,73,Jacob deGrom,New York Mets
Base,74,Robinson Cano,Seattle Mariners
Base,75,Alex Bregman,Houston Astros
Base,76,Xander Bogaerts,Boston Red Sox
Base,77,Julio Urias,Los Angeles Dodgers
Base,78,Raimel Tapia,Colorado Rockies
Base,79,Jon Lester,Chicago Cubs
Base,80,Clayton Kershaw,Los Angeles Dodgers
Base,81,Yu Darvish,Texas Rangers
Base,82,Jackie Bradley Jr.,Boston Red Sox
Base,83,Braden Shipley,Arizona Diamondbacks
Base,84,Starling Marte,Pittsburgh Pirates
Base,85,Gary Sanchez,New York Yankees
Base,86,Tyler Austin,New York Yankees
Base,87,George Springer,Houston Astros
Base,88,Paul Goldschmidt,Arizona Diamondbacks
Base,89,Jharel Cotton,Oakland Athletics
Base,90,Brandon Belt,San Francisco Giants
Base,91,Chris Sale,Boston Red Sox
Base,92,Joe Musgrove,Houston Astros
Base,93,Danny Salazar,Cleveland Indians
Base,94,Michael Fulmer,Detroit Tigers
Base,95,Justin Bour,Miami Marlins
Base,96,Jake Arrieta,Chicago Cubs
Base,97,Daniel Murphy,Washington Nationals
Base,98,Alex Reyes,St. Louis Cardinals
Base,99,Hunter Renfroe,San Diego Padres
Base,100,Mike Trout,Los Angeles Angels
Bowman Ascent Autographs,BA-AD,Aledmys Diaz,St. Louis Cardinals
Bowman Ascent Autographs,BA-AR,Anthony Rizzo,Chicago Cubs
Bowman Ascent Autographs,BA-ARU,Addison Russell,Chicago Cubs
Bowman Ascent Autographs,BA-BH,Bryce Harper,Washington Nationals
Bowman Ascent Autographs,BA-CC,Carlos Correa,Houston Astros
Bowman Ascent Autographs,BA-FL,Francisco Lindor,Cleveland Indians
Bowman Ascent Autographs,BA-JA,Jose Altuve,Houston Astros
Bowman Ascent Autographs,BA-KB,Kris Bryant,Chicago Cubs
Bowman Ascent Autographs,BA-MT,Mike Trout,Los Angeles Angels
Bowman Ascent Autographs,BA-NM,Nomar Mazara,Texas Rangers
Bowman Ascent Autographs,BA-NS,Noah Syndergaard,New York Mets
Bowman Ascent Autographs,BA-SM,Steven Matz,New York Mets
Bowman Ascent Autographs,BA-SP,Stephen Piscotty,St. Louis Cardinals
Bowman Ascent Autographs,BA-TS,Trevor Story,Colorado Rockies
Bowman Ascent Autographs,BA-WC,Willson Contreras,Chicago Cubs
Bowman Buyback Autographs,1,John Smoltz,1989 Bowman
Bowman Buyback Autographs,2,Mark McGwire,1989 Bowman
Bowman Buyback Autographs,3,Frank Thomas,1990 Bowman
Bowman Buyback Autographs,4,Chipper Jones,1991 Bowman
Bowman Buyback Autographs,5,Randy Johnson,1991 Bowman
Bowman Buyback Autographs,6,Mike Piazza,1992 Bowman
Bowman Buyback Autographs,7,Pedro Martinez,1992 Bowman
Bowman Buyback Autographs,8,Greg Maddux,1992 Bowman
Bowman Buyback Autographs,9,Roberto Alomar,1992 Bowman
Bowman Scouts Top 100,BTP-1,Yoan Moncada,Chicago White Sox
Bowman Scouts Top 100,BTP-2,Alex Reyes,St. Louis Cardinals
Bowman Scouts Top 100,BTP-3,Dansby Swanson,Atlanta Braves
Bowman Scouts Top 100,BTP-4,Andrew Benintendi,Boston Red Sox
Bowman Scouts Top 100,BTP-5,Lucas Giolito,Chicago White Sox
Bowman Scouts Top 100,BTP-6,Tyler Glasnow,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-7,Amed Rosario,New York Mets
Bowman Scouts Top 100,BTP-8,Eloy Jimenez,Chicago Cubs
Bowman Scouts Top 100,BTP-9,J.P. Crawford,Philadelphia Phillies
Bowman Scouts Top 100,BTP-10,Victor Robles,Washington Nationals
Bowman Scouts Top 100,BTP-11,Austin Meadows,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-12,Brendan Rodgers,Colorado Rockies
Bowman Scouts Top 100,BTP-13,Nick Senzel,Cincinnati Reds
Bowman Scouts Top 100,BTP-14,Rafael Devers,Boston Red Sox
Bowman Scouts Top 100,BTP-15,Ozzie Albies,Atlanta Braves
Bowman Scouts Top 100,BTP-16,Clint Frazier,New York Yankees
Bowman Scouts Top 100,BTP-17,Cody Bellinger,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-18,Jose De Leon,Tampa Bay Rays
Bowman Scouts Top 100,BTP-19,Gleyber Torres,New York Yankees
Bowman Scouts Top 100,BTP-20,Anderson Espinoza,San Diego Padres
Bowman Scouts Top 100,BTP-21,Mitch Keller,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-22,Manny Margot,San Diego Padres
Bowman Scouts Top 100,BTP-23,Kolby Allard,Atlanta Braves
Bowman Scouts Top 100,BTP-24,Jason Groome,Boston Red Sox
Bowman Scouts Top 100,BTP-25,Riley Pint,Colorado Rockies
Bowman Scouts Top 100,BTP-26,Corey Ray,Milwaukee Brewers
Bowman Scouts Top 100,BTP-27,Mickey Moniak,Philadelphia Phillies
Bowman Scouts Top 100,BTP-28,Lewis Brinson,Milwaukee Brewers
Bowman Scouts Top 100,BTP-29,A.J. Puk,Oakland Athletics
Bowman Scouts Top 100,BTP-30,Willy Adames,Tampa Bay Rays
Bowman Scouts Top 100,BTP-31,Ian Anderson,Atlanta Braves
Bowman Scouts Top 100,BTP-32,Michael Kopech,Chicago White Sox
Bowman Scouts Top 100,BTP-33,Jeff Hoffman,Colorado Rockies
Bowman Scouts Top 100,BTP-34,Kyle Lewis,Seattle Mariners
Bowman Scouts Top 100,BTP-35,A.J. Reed,Houston Astros
Bowman Scouts Top 100,BTP-36,Luis Ortiz,Milwaukee Brewers
Bowman Scouts Top 100,BTP-37,Dominic Smith,New York Mets
Bowman Scouts Top 100,BTP-38,Josh Hader,Milwaukee Brewers
Bowman Scouts Top 100,BTP-39,Jorge Mateo,New York Yankees
Bowman Scouts Top 100,BTP-40,Francisco Mejia,Cleveland Indians
Bowman Scouts Top 100,BTP-41,Josh Bell,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-42,Tyler O'Neill,Seattle Mariners
Bowman Scouts Top 100,BTP-43,Francis Martes,Houston Astros
Bowman Scouts Top 100,BTP-44,Brent Honeywell,Tampa Bay Rays
Bowman Scouts Top 100,BTP-45,Aaron Judge,New York Yankees
Bowman Scouts Top 100,BTP-46,Ian Happ,Chicago Cubs
Bowman Scouts Top 100,BTP-47,Zack Collins,Chicago White Sox
Bowman Scouts Top 100,BTP-48,Nick Gordon,Minnesota Twins
Bowman Scouts Top 100,BTP-49,Braxton Garrett,Miami Marlins
Bowman Scouts Top 100,BTP-50,Luke Weaver,St. Louis Cardinals
Bowman Scouts Top 100,BTP-51,Anthony Alford,Toronto Blue Jays
Bowman Scouts Top 100,BTP-52,Reynaldo Lopez,Chicago White Sox
Bowman Scouts Top 100,BTP-53,Amir Garrett,Cincinnati Reds
Bowman Scouts Top 100,BTP-54,Forrest Whitley,Houston Astros
Bowman Scouts Top 100,BTP-55,Cody Reed,Cincinnati Reds
Bowman Scouts Top 100,BTP-56,Sean Newcomb,Atlanta Braves
Bowman Scouts Top 100,BTP-57,Kevin Newman,Pittsburgh Pirates
Bowman Scouts Top 100,BTP-58,Cal Quantrill,San Diego Padres
Bowman Scouts Top 100,BTP-59,Leody Taveras,Texas Rangers
Bowman Scouts Top 100,BTP-60,Juan Soto,Washington Nationals
Bowman Scouts Top 100,BTP-61,Brady Aiken,Cleveland Indians
Bowman Scouts Top 100,BTP-62,Alex Verdugo,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-63,Dylan Cease,Chicago Cubs
Bowman Scouts Top 100,BTP-64,Yadier Alvarez,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-65,Trent Clark,Milwaukee Brewers
Bowman Scouts Top 100,BTP-66,Franklin Barreto,Oakland Athletics
Bowman Scouts Top 100,BTP-67,Hunter Renfroe,San Diego Padres
Bowman Scouts Top 100,BTP-68,Jack Flaherty,St. Louis Cardinals
Bowman Scouts Top 100,BTP-69,Matt Manning,Detroit Tigers
Bowman Scouts Top 100,BTP-70,Cody Sedlock,Baltimore Orioles
Bowman Scouts Top 100,BTP-71,Carson Fulmer,Chicago White Sox
Bowman Scouts Top 100,BTP-72,Trevor Clifton,Chicago Cubs
Bowman Scouts Top 100,BTP-73,Robert Stephenson,Cincinnati Reds
Bowman Scouts Top 100,BTP-74,Kyle Tucker,Houston Astros
Bowman Scouts Top 100,BTP-75,Jahmai Jones,Los Angeles Angels
Bowman Scouts Top 100,BTP-76,Franklyn Kilome,Philadelphia Phillies
Bowman Scouts Top 100,BTP-77,Isan Diaz,Milwaukee Brewers
Bowman Scouts Top 100,BTP-78,Justin Dunn,New York Mets
Bowman Scouts Top 100,BTP-79,Delvin Perez,St. Louis Cardinals
Bowman Scouts Top 100,BTP-80,Erick Fedde,Washington Nationals
Bowman Scouts Top 100,BTP-81,Justus Sheffield,New York Yankees
Bowman Scouts Top 100,BTP-82,Bradley Zimmer,Cleveland Indians
Bowman Scouts Top 100,BTP-83,Matt Thaiss,Los Angeles Angels
Bowman Scouts Top 100,BTP-84,Gavin Lux,Los Angeles Dodgers
Bowman Scouts Top 100,BTP-85,Triston McKenzie,Cleveland Indians
Bowman Scouts Top 100,BTP-86,Tyler Beede,San Francisco Giants
Bowman Scouts Top 100,BTP-87,Sean Reid-Foley,Toronto Blue Jays
Bowman Scouts Top 100,BTP-88,Blake Rutherford,New York Yankees
Bowman Scouts Top 100,BTP-89,Chance Sisco,Baltimore Orioles
Bowman Scouts Top 100,BTP-90,James Kaprielian,New York Yankees
Bowman Scouts Top 100,BTP-91,Phil Bickford,Milwaukee Brewers
Bowman Scouts Top 100,BTP-92,Kevin Maitan,Atlanta Braves
Bowman Scouts Top 100,BTP-93,Albert Almora,Chicago Cubs
Bowman Scouts Top 100,BTP-94,Raimel Tapia,Colorado Rockies
Bowman Scouts Top 100,BTP-95,Luis Urias,San Diego Padres
Bowman Scouts Top 100,BTP-96,Yohander Mendez,Texas Rangers
Bowman Scouts Top 100,BTP-97,Vladimir Guerrero Jr.,Toronto Blue Jays
Bowman Scouts Top 100,BTP-98,Alex Kirilloff,Minnesota Twins
Bowman Scouts Top 100,BTP-99,Matt Chapman,Oakland Athletics
Bowman Scouts Top 100,BTP-100,Hunter Dozier,Kansas City Royals
Bowman Scouts Top 100 Autographs,BTP-1,Yoan Moncada,Chicago White Sox
Bowman Scouts Top 100 Autographs,BTP-2,Alex Reyes,St. Louis Cardinals
Bowman Scouts Top 100 Autographs,BTP-3,Dansby Swanson,Atlanta Braves
Bowman Scouts Top 100 Autographs,BTP-4,Andrew Benintendi,Boston Red Sox
Bowman Scouts Top 100 Autographs,BTP-5,Lucas Giolito,Chicago White Sox
Bowman Scouts Top 100 Autographs,BTP-12,Brendan Rodgers,Colorado Rockies
Bowman Scouts Top 100 Autographs,BTP-13,Nick Senzel,Cincinnati Reds
Bowman Scouts Top 100 Autographs,BTP-24,Jason Groome,Boston Red Sox
Bowman Scouts Top 100 Autographs,BTP-25,Riley Pint,Colorado Rockies
Bowman Scouts Top 100 Autographs,BTP-26,Corey Ray,Milwaukee Brewers
Bowman Scouts Top 100 Autographs,BTP-29,A.J. Puk,Oakland Athletics
Bowman Scouts Top 100 Autographs,BTP-31,Ian Anderson,Atlanta Braves
Bowman Scouts Top 100 Autographs,BTP-35,A.J. Reed,Houston Astros
Bowman Scouts Top 100 Autographs,BTP-39,Jorge Mateo,New York Yankees
Bowman Scouts Top 100 Autographs,BTP-40,Francisco Mejia,Cleveland Indians
Bowman Scouts Top 100 Autographs,BTP-43,Francis Martes,Houston Astros
Bowman Scouts Top 100 Autographs,BTP-44,Brent Honeywell,Tampa Bay Rays
Bowman Scouts Top 100 Autographs,BTP-45,Aaron Judge,New York Yankees
Bowman Scouts Top 100 Autographs,BTP-46,Ian Happ,Chicago Cubs
Bowman Scouts Top 100 Autographs,BTP-50,Luke Weaver,St. Louis Cardinals
Bowman Scouts Top 100 Autographs,BTP-54,Forrest Whitley,Houston Astros
Bowman Scouts Top 100 Autographs,BTP-55,Cody Reed,Cincinnati Reds
Bowman Scouts Top 100 Autographs,BTP-56,Sean Newcomb,Atlanta Braves
Bowman Scouts Top 100 Autographs,BTP-58,Cal Quantrill,San Diego Padres
Bowman Scouts Top 100 Autographs,BTP-59,Leody Taveras,Texas Rangers
Bowman Scouts Top 100 Autographs,BTP-60,Juan Soto,Washington Nationals
Bowman Scouts Top 100 Autographs,BTP-65,Trent Clark,Milwaukee Brewers
Bowman Scouts Top 100 Autographs,BTP-70,Cody Sedlock,Baltimore Orioles
Bowman Scouts Top 100 Autographs,BTP-74,Kyle Tucker,Houston Astros
Bowman Scouts Top 100 Autographs,BTP-79,Delvin Perez,St. Louis Cardinals
Bowman Scouts Top 100 Autographs,BTP-82,Bradley Zimmer,Cleveland Indians
Bowman Scouts Top 100 Autographs,BTP-83,Matt Thaiss,Los Angeles Angels
Bowman Scouts Top 100 Autographs,BTP-84,Gavin Lux,Los Angeles Dodgers
Bowman Scouts Top 100 Autographs,BTP-90,James Kaprielian,New York Yankees
Bowman Scouts Top 100 Autographs,BTP-91,Phil Bickford,Milwaukee Brewers
Chrome Prospect Autographs,CPA-AE,Anderson Espinoza,San Diego Padres
Chrome Prospect Autographs,CPA-AG,Abrahan Gutierrez,Atlanta Braves
Chrome Prospect Autographs,CPA-AME,Adonis Medina,Philadelphia Phillies
Chrome Prospect Autographs,CPA-AP,Angel Perdomo,Toronto Blue Jays
Chrome Prospect Autographs,CPA-APU,A.J. Puckett,Kansas City Royals
Chrome Prospect Autographs,CPA-AS,Andrew Sopko,Los Angeles Dodgers
Chrome Prospect Autographs,CPA-AST,Andrew Stevenson,Washington Nationals
Chrome Prospect Autographs,CPA-BR,Blake Rutherford,New York Yankees
Chrome Prospect Autographs,CPA-CAD,Chance Adams,New York Yankees
Chrome Prospect Autographs,CPA-CH,C.J. Hinojosa,San Francisco Giants
Chrome Prospect Autographs,CPA-CHR,Christian Arroyo,San Francisco Giants
Chrome Prospect Autographs,CPA-DT,David Thompson,New York Mets
Chrome Prospect Autographs,CPA-EG,Elniery Garcia,Philadelphia Phillies
Chrome Prospect Autographs,CPA-EJ,Eloy Jimenez,Chicago Cubs
Chrome Prospect Autographs,CPA-FP,Freddy Peralta,Milwaukee Brewers
Chrome Prospect Autographs,CPA-FR,Francisco Rios,Toronto Blue Jays
Chrome Prospect Autographs,CPA-FRO,Fernando Romero,Minnesota Twins
Chrome Prospect Autographs,CPA-GT,Gleyber Torres,New York Yankees
Chrome Prospect Autographs,CPA-JG,Jason Groome,Boston Red Sox
Chrome Prospect Autographs,CPA-JHE,Jacob Heyward,San Francisco Giants
Chrome Prospect Autographs,CPA-JJ,Joe Jimenez,Detroit Tigers
Chrome Prospect Autographs,CPA-JM,Justin Maese,Toronto Blue Jays
Chrome Prospect Autographs,CPA-JMI,Jalen Miller,San Francisco Giants
Chrome Prospect Autographs,CPA-JO,Josh Ockimey,Boston Red Sox
Chrome Prospect Autographs,CPA-JP,Jose Pujols,Philadelphia Phillies
Chrome Prospect Autographs,CPA-JT,Jose Taveras,Philadelphia Phillies
Chrome Prospect Autographs,CPA-KF,Kyle Funkhouser,Detroit Tigers
Chrome Prospect Autographs,CPA-KM,Kevin Maitan,Atlanta Braves
Chrome Prospect Autographs,CPA-LAL,Luis Almanzar,San Diego Padres
Chrome Prospect Autographs,CPA-LCA,Luis Carpio,New York Mets
Chrome Prospect Autographs,CPA-LE,Lucas Erceg,Milwaukee Brewers
Chrome Prospect Autographs,CPA-LGU,Lourdes Gurriel Jr.,Toronto Blue Jays
Chrome Prospect Autographs,CPA-MM,Mickey Moniak,Philadelphia Phillies
Chrome Prospect Autographs,CPA-NS,Nick Senzel,Cincinnati Reds
Chrome Prospect Autographs,CPA-NSO,Nick Solak,New York Yankees
Chrome Prospect Autographs,CPA-PC,P.J. Conlon,New York Mets
Chrome Prospect Autographs,CPA-PW,Patrick Weigel,Atlanta Braves
Chrome Prospect Autographs,CPA-RA,Ronald Acuña Jr.,Atlanta Braves
Chrome Prospect Autographs,CPA-RR,Roniel Raudes,Boston Red Sox
Chrome Prospect Autographs,CPA-SA,Sandy Alcantara,St. Louis Cardinals
Chrome Prospect Autographs,CPA-TC,Taylor Clarke,Arizona Diamondbacks
Chrome Prospect Autographs,CPA-TF,T.J. Friedl,Cincinnati Reds
Chrome Prospect Autographs,CPA-TM,Triston McKenzie,Cleveland Indians
Chrome Prospect Autographs,CPA-TS,Thomas Szapucki,New York Mets
Chrome Prospect Autographs,CPA-WB,Wuilmer Becerra,New York Mets
Chrome Prospect Autographs,CPA-YCC,Yu Chang,Cleveland Indians
Chrome Prospects,BCP1,Nick Senzel,Cincinnati Reds
Chrome Prospects,BCP2,Gavin Lux,Los Angeles Dodgers
Chrome Prospects,BCP3,Ronald Guzman,Texas Rangers
Chrome Prospects,BCP4,A.J. Puckett,Kansas City Royals
Chrome Prospects,BCP5,Mike Soroka,Atlanta Braves
Chrome Prospects,BCP6,Roniel Raudes,Boston Red Sox
